time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,activity
115750,42.25,0.43,24.75,0.83,30.25,0.43,b1
116000,42.00,0.00,24.50,0.50,31.00,0.00,b1
116250,42.00,0.00,24.00,0.00,29.33,0.94,b1
116500,42.00,0.00,24.33,0.47,27.25,0.43,b1
116750,42.50,0.50,25.00,0.00,29.75,0.43,b1
117000,43.25,0.83,26.00,0.71,30.00,0.00,b1
117250,43.50,0.50,25.75,1.09,30.25,0.43,b1
117500,43.50,0.50,25.50,0.50,30.50,0.50,b1
117750,43.50,0.50,24.75,0.83,30.00,0.00,b1
118000,43.50,0.50,25.00,0.71,30.00,0.00,b1
118250,43.50,0.50,24.67,0.47,30.00,0.00,b1
118500,44.00,0.00,24.80,0.40,30.00,0.00,b1
118750,43.33,0.47,25.00,0.00,30.00,0.00,b1
119000,43.50,0.50,25.50,0.50,30.00,0.00,b1
119250,43.50,0.50,24.75,0.43,30.00,0.00,b1
119500,43.50,0.50,24.33,0.47,30.00,0.00,b1
119750,43.50,0.50,24.25,0.43,30.00,0.00,b1
0,43.67,0.47,24.75,0.43,30.00,0.00,b1
250,43.33,0.47,25.33,0.47,30.00,0.00,b1
500,42.75,0.83,25.25,0.83,30.50,0.50,b1
750,41.75,0.43,20.50,3.35,30.75,0.83,b1
1000,42.50,0.50,20.75,4.55,31.75,0.43,b1
1250,43.50,0.50,24.00,0.00,32.00,0.00,b1
1500,42.75,0.43,22.67,1.25,32.00,0.00,b1
1750,43.67,0.47,13.00,4.64,30.00,0.00,b1
2000,43.50,0.50,20.00,1.22,30.00,0.00,b1
2250,43.67,0.47,15.67,0.47,31.25,1.09,b1
2500,43.75,0.43,19.00,2.00,32.75,0.43,b1
2750,44.00,0.71,15.75,2.59,32.50,0.50,b1
3000,44.00,0.71,13.33,0.94,33.00,0.00,b1
3250,43.67,0.47,12.00,0.82,33.00,0.00,b1
3500,43.50,0.50,8.25,3.27,32.50,0.50,b1
3750,43.50,0.50,7.00,0.82,32.67,0.47,b1
4000,43.67,0.47,11.25,1.92,32.00,0.00,b1
4250,43.50,0.50,15.50,5.50,32.25,0.43,b1
4500,43.33,0.47,18.67,2.87,32.25,0.43,b1
4750,43.50,0.50,19.75,2.86,33.50,1.50,b1
5000,44.25,0.83,22.75,0.83,33.00,0.00,b1
5250,43.75,0.43,17.25,4.15,32.50,0.50,b1
5500,43.50,0.50,14.75,0.43,32.00,0.00,b1
5750,43.50,0.50,15.00,1.41,32.25,0.43,b1
6000,43.50,0.50,14.75,1.09,32.50,0.50,b1
6250,43.50,0.50,20.50,3.57,33.50,1.50,b1
6500,43.75,0.43,24.00,0.00,33.00,0.00,b1
6750,43.67,0.47,24.00,0.00,33.00,0.00,b1
7000,43.50,0.50,24.00,0.00,33.00,0.00,b1
7250,43.75,0.43,23.75,0.43,33.00,0.00,b1
7500,43.33,0.47,24.00,0.00,33.00,0.00,b1
7750,43.33,0.47,22.33,0.47,33.00,0.00,b1
8000,43.50,0.50,23.00,1.73,32.50,0.50,b1
8250,43.50,0.50,19.50,2.60,32.25,0.43,b1
8500,43.50,0.50,18.00,1.22,32.25,0.43,b1
8750,43.50,0.50,20.25,0.83,33.00,0.00,b1
9000,43.50,0.50,20.25,0.43,33.00,0.00,b1
9250,43.25,0.83,20.00,0.71,32.00,0.00,b1
9500,43.50,0.50,24.00,0.00,33.00,0.00,b1
9750,43.00,0.71,23.25,0.43,33.00,0.00,b1
10000,43.25,0.83,23.00,0.82,33.00,0.00,b1
10250,43.33,0.94,23.50,0.50,33.00,0.00,b1
10500,43.25,0.83,21.25,0.43,33.00,0.00,b1
10750,43.67,0.47,22.50,0.50,33.00,0.00,b1
11000,43.50,0.50,24.00,0.00,33.75,1.30,b1
11250,43.33,0.47,18.00,0.00,33.00,0.00,b1
11500,43.00,0.82,18.00,0.00,33.00,0.00,b1
11750,43.00,0.71,18.25,0.43,33.00,0.00,b1
12000,43.50,0.50,18.50,1.12,32.75,0.43,b1
12250,43.50,0.50,20.50,2.69,32.75,0.43,b1
12500,43.25,0.83,21.50,0.50,32.50,0.50,b1
12750,43.25,0.83,21.33,0.47,33.00,0.00,b1
13000,43.50,0.50,22.50,0.87,33.00,0.00,b1
13250,43.33,0.47,24.00,0.00,34.00,1.41,b1
13500,43.00,0.82,18.33,0.47,34.50,1.50,b1
13750,43.33,0.47,22.00,2.83,33.00,0.00,b1
14000,43.50,0.50,18.25,0.43,33.00,0.00,b1
14250,43.25,0.83,19.75,0.43,33.00,0.00,b1
14500,43.50,0.50,23.50,0.50,33.00,0.00,b1
14750,43.25,0.83,22.75,0.43,33.00,0.00,b1
15000,43.50,0.50,23.75,0.43,33.00,0.00,b1
15250,43.50,0.50,21.75,0.43,33.00,0.00,b1
15500,43.50,0.50,21.25,0.83,32.50,0.87,b1
15750,43.50,0.50,24.00,0.00,33.00,0.00,b1
16000,43.50,0.50,20.33,2.62,32.33,0.47,b1
16250,43.50,0.50,18.00,0.00,32.50,0.50,b1
16500,43.50,0.50,17.50,1.12,31.75,0.43,b1
16750,43.50,0.50,16.75,0.83,30.75,0.43,b1
17000,43.67,0.47,23.50,0.50,33.00,0.00,b1
17250,43.40,0.49,24.00,0.00,33.00,0.00,b1
17500,43.00,0.82,24.00,0.00,34.00,1.41,b1
17750,43.67,0.47,20.50,2.60,33.00,0.00,b1
18000,43.33,0.47,24.00,0.00,33.75,1.30,b1
18250,43.50,0.50,23.75,0.43,33.50,0.87,b1
18500,43.50,0.50,21.00,3.00,32.25,0.43,b1
18750,43.50,0.50,17.25,0.83,32.25,0.43,b1
19000,43.33,0.47,14.33,0.47,32.50,0.50,b1
19250,43.00,0.82,12.00,0.00,32.75,0.43,b1
19500,43.50,0.50,13.75,1.09,33.00,0.00,b1
19750,43.50,0.50,9.50,1.50,33.00,0.00,b1
20000,43.50,0.50,12.00,0.71,33.00,0.00,b1
20250,43.50,0.50,18.25,3.27,33.00,0.00,b1
20500,43.50,0.50,17.67,0.47,33.00,0.00,b1
20750,43.67,0.47,18.25,0.43,32.67,0.47,b1
21000,43.25,0.83,19.75,1.09,33.00,0.00,b1
21250,42.00,0.00,20.50,1.50,36.00,0.00,b1
21500,42.67,0.47,20.75,0.43,36.00,0.00,b1
21750,42.50,0.50,21.75,0.83,36.00,0.00,b1
22000,43.50,0.50,21.50,0.50,36.00,0.00,b1
22250,42.67,0.47,21.33,0.47,35.25,1.30,b1
22500,43.00,0.71,21.00,0.00,35.00,1.22,b1
22750,42.75,0.83,21.00,0.00,35.25,1.30,b1
23000,42.50,0.50,22.50,0.50,36.00,0.00,b1
23250,42.75,0.43,21.50,0.50,36.00,0.00,b1
23500,42.50,0.50,19.25,1.09,34.50,1.50,b1
23750,42.50,0.50,22.00,0.00,36.00,0.00,b1
24000,42.50,0.50,21.25,0.43,35.00,1.22,b1
24250,42.50,0.50,21.75,0.83,34.50,1.50,b1
24500,42.50,0.50,22.33,0.47,35.00,1.41,b1
24750,42.67,0.47,21.25,0.43,34.00,1.41,b1
25000,42.50,0.50,20.50,0.50,35.25,1.30,b1
25250,42.50,0.50,20.50,0.50,36.00,0.00,b1
25500,42.33,0.47,20.67,0.47,36.00,0.00,b1
25750,42.50,0.50,20.50,0.50,35.00,1.22,b1
26000,42.25,0.43,19.50,1.50,34.50,1.50,b1
26250,42.50,0.50,16.25,1.09,33.00,0.00,b1
26500,42.50,0.50,16.25,0.43,33.75,1.30,b1
26750,42.50,0.50,19.50,0.50,36.00,0.00,b1
27000,42.50,0.50,19.00,1.22,35.25,1.30,b1
27250,42.50,0.50,18.33,3.09,35.00,1.41,b1
27500,42.50,0.50,21.00,0.00,36.00,0.00,b1
27750,42.50,0.50,21.00,0.00,35.67,0.47,b1
28000,42.67,0.47,21.00,0.00,34.00,1.41,b1
28250,42.50,0.50,21.00,0.00,35.00,1.41,b1
28500,42.00,0.00,18.50,1.50,33.00,0.00,b1
28750,42.33,0.47,18.00,0.00,33.00,0.00,b1
29000,42.25,0.43,19.25,0.83,33.00,0.00,b1
29250,42.00,0.00,19.33,0.47,33.00,0.00,b1
29500,42.00,0.00,19.50,0.50,33.00,0.00,b1
29750,42.25,0.43,20.25,1.79,35.00,1.22,b1
30000,42.25,0.43,21.00,0.00,33.75,1.30,b1
30250,42.25,0.43,21.25,0.43,34.50,1.50,b1
30500,42.25,0.43,21.00,0.00,36.00,0.00,b1
30750,42.00,0.00,21.00,0.00,34.00,1.41,b1
31000,42.25,0.43,21.00,0.00,35.00,1.41,b1
31250,42.00,0.00,18.50,1.50,33.75,1.30,b1
31500,42.67,0.47,17.75,0.43,33.00,0.00,b1
31750,42.00,0.00,19.50,0.50,34.75,1.30,b1
32000,42.00,0.00,20.33,0.47,35.00,1.22,b1
32250,42.50,0.50,21.00,0.00,33.75,1.30,b1
32500,42.33,0.47,20.67,0.47,35.25,1.30,b1
32750,42.25,0.43,19.50,0.50,34.50,1.50,b1
33000,42.00,0.00,21.00,0.00,34.25,1.30,b1
33250,42.00,0.00,21.00,0.00,34.25,1.30,b1
33500,42.25,0.43,21.00,0.00,35.00,1.22,b1
33750,42.50,0.50,21.00,0.00,33.75,1.30,b1
34000,42.25,0.43,20.33,0.47,36.00,0.00,b1
34250,42.00,0.00,20.50,0.50,36.00,0.00,b1
34500,42.00,0.00,19.25,0.43,36.00,0.00,b1
34750,42.33,0.47,19.75,0.43,36.00,0.00,b1
35000,42.33,0.47,21.00,0.00,33.67,0.94,b1
35250,42.50,0.50,21.00,0.00,33.75,1.30,b1
35500,42.00,0.00,20.33,0.47,33.00,0.00,b1
35750,42.00,0.00,20.75,0.43,33.75,1.30,b1
36000,42.25,0.43,21.00,0.00,33.00,0.00,b1
36250,42.50,0.50,21.00,0.00,35.50,0.50,b1
36500,42.50,0.50,20.75,0.43,34.50,1.50,b1
36750,42.50,0.50,21.00,0.00,33.00,0.00,b1
37000,42.50,0.50,21.00,0.00,33.75,1.30,b1
37250,42.25,0.43,18.75,1.30,33.00,0.00,b1
37500,42.50,0.50,18.00,0.00,33.00,0.00,b1
37750,42.25,0.43,19.50,1.50,33.75,1.30,b1
38000,42.00,0.00,21.00,0.00,33.00,0.00,b1
38250,42.33,0.47,21.00,0.00,33.75,1.30,b1
38500,42.50,0.50,21.00,0.00,33.00,0.00,b1
38750,42.00,0.00,21.00,0.00,33.75,1.30,b1
39000,42.25,0.43,20.25,0.83,33.00,0.00,b1
39250,42.00,0.00,20.25,0.83,33.75,1.30,b1
39500,42.00,0.00,19.25,1.09,33.75,1.30,b1
39750,42.25,0.43,18.67,0.47,33.00,0.00,b1
40000,42.00,0.00,19.33,0.94,33.00,0.00,b1
40250,42.00,0.00,20.25,0.83,35.25,1.30,b1
40500,42.25,0.43,21.00,0.00,33.75,1.30,b1
40750,42.00,0.00,21.00,0.00,35.00,1.22,b1
41000,42.00,0.00,21.00,0.00,33.75,1.30,b1
41250,42.00,0.00,21.00,0.00,33.00,0.00,b1
41500,42.25,0.43,21.00,0.00,33.00,0.00,b1
41750,42.00,0.00,21.33,0.47,34.50,1.50,b1
42000,42.00,0.00,21.00,0.00,33.50,0.87,b1
42250,42.00,0.00,21.50,0.50,34.50,1.50,b1
42500,42.00,0.00,21.25,0.43,35.25,1.30,b1
42750,42.00,0.00,21.00,0.00,34.50,1.50,b1
43000,42.25,0.43,21.00,0.00,34.50,1.50,b1
43250,42.00,0.00,21.25,0.43,33.00,0.00,b1
43500,42.00,0.00,21.00,0.00,33.00,0.00,b1
43750,42.50,0.50,21.00,0.00,33.00,0.00,b1
44000,42.00,0.00,21.00,0.00,33.75,1.30,b1
44250,42.00,0.00,21.00,0.00,34.00,1.41,b1
44500,42.25,0.43,20.50,0.50,36.00,0.00,b1
44750,42.25,0.43,20.67,0.47,35.00,1.41,b1
45000,42.33,0.47,21.00,0.00,36.00,0.00,b1
45250,42.00,0.00,21.00,0.00,35.25,1.30,b1
45500,42.00,0.00,21.00,0.00,36.00,0.00,b1
45750,42.00,0.00,21.00,0.00,35.75,0.43,b1
46000,42.00,0.00,21.00,0.00,33.75,1.30,b1
46250,42.00,0.00,21.00,0.00,34.25,1.30,b1
46500,42.00,0.00,21.00,0.00,33.00,0.00,b1
46750,42.25,0.43,21.00,0.00,33.00,0.00,b1
47000,42.00,0.00,21.00,0.00,33.75,1.30,b1
47250,42.00,0.00,21.00,0.00,34.25,1.30,b1
47500,42.25,0.43,20.50,0.50,35.00,1.22,b1
47750,42.00,0.00,21.00,0.00,34.50,1.50,b1
48000,42.00,0.00,21.00,0.00,34.80,1.47,b1
48250,42.25,0.43,22.50,0.50,34.50,1.50,b1
48500,42.00,0.00,22.75,0.43,33.75,1.30,b1
48750,42.33,0.47,22.25,0.43,35.00,1.41,b1
49000,42.00,0.00,21.67,0.47,33.00,0.00,b1
49250,42.00,0.00,21.75,0.83,34.50,1.50,b1
49500,42.00,0.00,21.00,0.00,35.25,1.30,b1
49750,42.00,0.00,21.00,0.00,34.50,1.50,b1
50000,42.25,0.43,21.25,0.43,35.25,1.30,b1
50250,42.25,0.43,21.25,0.43,33.75,1.30,b1
50500,42.00,0.00,21.00,0.00,35.25,1.30,b1
50750,42.25,0.43,22.25,0.43,36.00,0.00,b1
51000,42.00,0.00,23.00,0.00,36.00,0.00,b1
51250,42.50,0.50,22.75,0.43,33.75,1.30,b1
51500,42.25,0.43,21.75,0.43,33.00,0.00,b1
51750,42.00,0.00,21.33,0.47,33.00,0.00,b1
52000,42.00,0.00,21.00,0.00,33.00,0.00,b1
52250,42.00,0.00,21.25,0.43,33.75,1.30,b1
52500,42.50,0.50,21.75,0.43,33.75,1.30,b1
52750,42.00,0.00,22.25,0.43,36.00,0.00,b1
53000,42.00,0.00,21.33,0.47,36.00,0.00,b1
53250,42.00,0.00,21.00,0.00,35.25,1.30,b1
53500,42.00,0.00,21.25,0.43,33.00,0.00,b1
53750,42.00,0.00,21.25,0.43,33.75,1.30,b1
54000,42.25,0.43,21.00,0.00,35.75,0.43,b1
54250,42.00,0.00,21.00,0.00,33.00,0.00,b1
54500,42.00,0.00,21.25,0.43,33.00,0.00,b1
54750,42.00,0.00,21.33,0.47,33.00,0.00,b1
55000,42.00,0.00,22.25,0.83,33.00,0.00,b1
55250,42.25,0.43,21.25,0.43,33.00,0.00,b1
55500,42.00,0.00,21.00,0.00,35.25,1.30,b1
55750,42.00,0.00,21.00,0.00,35.25,1.30,b1
56000,42.50,0.50,21.50,0.87,35.25,1.30,b1
56250,42.00,0.00,21.50,0.87,35.25,1.30,b1
56500,42.00,0.00,21.75,0.43,35.50,0.50,b1
56750,42.00,0.00,21.50,0.50,33.00,0.00,b1
57000,42.00,0.00,21.25,0.43,34.50,1.50,b1
57250,42.25,0.43,21.00,0.00,35.75,0.43,b1
57500,42.00,0.00,20.75,0.43,34.50,1.50,b1
57750,42.00,0.00,21.75,0.43,33.00,0.00,b1
58000,42.00,0.00,21.50,0.50,34.50,1.50,b1
58250,42.25,0.43,21.00,0.00,35.33,0.47,b1
58500,42.00,0.00,21.00,0.00,35.00,1.41,b1
58750,42.00,0.00,21.00,0.00,33.50,0.87,b1
59000,42.00,0.00,21.75,0.43,33.75,1.30,b1
59250,42.00,0.00,21.25,0.43,33.75,1.30,b1
59500,42.00,0.00,21.67,0.47,33.75,1.30,b1
59750,42.25,0.43,21.00,0.00,33.00,0.00,b1
60000,42.00,0.00,21.00,0.00,33.00,0.00,b1
60250,42.25,0.43,21.00,0.00,33.75,1.30,b1
60500,42.00,0.00,21.00,0.00,33.00,0.00,b1
60750,42.00,0.00,21.75,0.43,34.50,1.50,b1
61000,42.25,0.43,22.25,0.43,34.25,1.30,b1
61250,42.00,0.00,22.25,0.43,33.75,1.30,b1
61500,42.00,0.00,21.50,0.50,35.75,0.43,b1
61750,42.25,0.43,21.25,0.43,33.75,1.30,b1
62000,42.00,0.00,21.00,0.00,34.00,1.41,b1
62250,42.00,0.00,20.75,0.43,35.00,1.41,b1
62500,42.00,0.00,21.00,0.00,34.20,1.47,b1
62750,42.00,0.00,21.00,0.00,35.00,1.41,b1
63000,42.00,0.00,21.00,0.00,35.25,1.30,b1
63250,42.00,0.00,21.00,0.00,33.75,1.30,b1
63500,42.00,0.00,21.00,0.00,34.25,1.30,b1
63750,42.00,0.00,22.00,0.00,34.50,1.50,b1
64000,42.00,0.00,22.00,1.00,36.00,0.00,b1
64250,42.00,0.00,21.50,0.50,33.00,0.00,b1
64500,42.00,0.00,21.25,0.43,34.00,1.41,b1
64750,42.00,0.00,20.33,0.94,33.00,0.00,b1
65000,42.00,0.00,20.00,1.00,33.00,0.00,b1
65250,42.00,0.00,21.25,0.43,33.00,0.00,b1
65500,42.00,0.00,22.00,0.71,34.50,1.50,b1
65750,42.00,0.00,22.25,0.43,34.25,1.30,b1
66000,42.00,0.00,22.75,0.43,36.00,0.00,b1
66250,42.00,0.00,22.75,0.43,33.75,1.30,b1
66500,40.50,1.12,22.33,0.94,34.00,1.41,b1
66750,39.25,0.43,18.50,2.29,30.50,0.50,b1
67000,39.25,0.43,16.67,1.25,32.00,0.00,b1
67250,39.67,0.47,18.50,1.66,30.33,0.47,b1
67500,39.50,0.50,19.75,1.09,32.50,0.50,b1
67750,39.00,0.00,12.00,0.00,31.67,0.47,b1
68000,38.75,0.43,7.25,4.76,30.25,0.43,b1
68250,40.75,1.09,2.00,1.41,30.25,0.43,b1
68500,42.33,0.47,10.00,3.56,30.50,0.50,b1
68750,44.50,0.50,14.67,0.47,29.67,0.47,b1
69000,45.00,0.00,16.25,1.30,28.50,0.50,b1
69250,45.00,0.00,18.25,0.43,30.00,0.00,b1
69500,45.00,0.00,18.00,0.00,30.00,0.00,b1
69750,44.00,1.22,14.00,2.24,30.00,0.00,b1
70000,41.75,1.09,8.25,0.83,30.00,0.00,b1
70250,39.50,0.87,14.75,1.09,29.50,0.50,b1
70500,38.50,0.50,19.67,1.25,29.33,0.47,b1
70750,38.25,0.83,19.00,0.71,28.50,0.50,b1
71000,39.00,0.00,14.75,2.17,29.00,0.82,b1
71250,38.00,0.82,16.00,1.00,28.00,1.00,b1
71500,39.00,0.71,18.75,1.30,30.75,3.11,b1
71750,40.50,1.12,23.75,0.43,37.00,1.22,b1
72000,41.60,0.49,20.75,0.43,37.20,1.47,b1
72250,41.67,0.47,19.00,4.06,36.67,0.94,b1
72500,41.33,0.47,24.00,0.00,36.25,0.43,b1
72750,41.50,0.50,21.50,3.20,36.75,0.83,b1
73000,41.00,0.82,16.33,3.30,36.25,0.43,b1
73250,41.00,0.71,13.75,2.77,36.00,0.00,b1
73500,41.25,0.83,18.25,1.79,33.75,1.30,b1
73750,41.00,0.71,23.00,1.41,30.50,1.50,b1
74000,40.25,0.83,21.67,1.70,33.00,2.45,b1
74250,40.50,0.50,21.75,1.92,33.75,1.30,b1
74500,41.50,0.50,22.50,1.12,31.50,0.87,b1
74750,41.75,0.43,17.67,2.87,32.00,0.00,b1
75000,41.67,0.47,18.25,1.79,31.33,0.47,b1
75250,41.00,0.71,18.75,2.28,35.50,1.50,b1
75500,40.25,0.83,19.25,1.30,36.75,0.83,b1
75750,41.25,0.83,17.50,1.50,37.25,1.30,b1
76000,42.00,0.00,21.67,1.70,36.50,0.50,b1
76250,42.00,0.00,21.00,3.67,36.75,1.30,b1
76500,41.75,0.43,12.25,5.76,37.75,0.83,b1
76750,42.00,0.00,16.00,1.58,37.00,1.00,b1
77000,42.00,0.00,19.75,1.09,38.50,0.87,b1
77250,42.00,0.00,22.67,1.25,38.00,1.41,b1
77500,42.00,0.00,22.50,0.50,37.50,0.50,b1
77750,41.80,0.40,24.80,1.47,36.25,0.43,b1
78000,41.75,0.43,29.50,0.87,36.00,0.00,b1
78250,41.00,0.82,29.33,0.94,36.00,0.00,b1
78500,40.25,0.83,26.50,1.50,35.25,1.30,b1
78750,40.25,0.83,24.00,0.00,33.00,0.00,b1
79000,40.00,0.82,24.00,0.00,33.75,1.30,b1
79250,39.50,0.50,26.00,1.22,33.00,0.00,b1
79500,39.50,0.50,23.75,0.43,32.00,0.71,b1
79750,39.25,0.43,22.00,1.22,32.50,0.87,b1
80000,39.00,0.00,23.25,0.83,32.75,0.43,b1
80250,39.25,0.43,20.25,2.49,33.00,0.00,b1
80500,38.50,0.50,13.33,1.25,33.00,0.00,b1
80750,38.67,0.47,16.75,1.64,34.00,1.41,b1
81000,39.00,0.00,17.33,0.94,34.50,1.50,b1
81250,39.75,0.83,19.75,0.83,33.00,0.00,b1
81500,41.25,0.43,22.00,1.00,34.50,1.50,b1
81750,41.50,0.50,22.00,1.22,34.50,1.50,b1
82000,41.50,0.50,19.75,1.48,33.25,1.79,b1
82250,41.25,0.83,19.75,1.30,30.00,0.00,b1
82500,41.25,0.43,18.33,2.87,27.67,2.62,b1
82750,41.25,0.83,22.25,1.30,32.25,0.83,b1
83000,41.50,0.50,19.25,2.59,34.50,1.50,b1
83250,41.67,0.47,18.50,0.50,36.33,0.47,b1
83500,40.50,1.12,15.50,2.29,34.50,1.50,b1
83750,40.33,0.94,17.25,1.30,34.00,1.41,b1
84000,41.33,0.47,21.00,1.63,33.75,1.30,b1
84250,42.00,0.00,20.00,1.58,33.75,1.30,b1
84500,42.00,0.00,20.20,1.33,33.75,1.30,b1
84750,42.00,0.00,19.67,1.25,31.50,1.12,b1
85000,42.00,0.00,19.50,1.50,30.25,0.43,b1
85250,42.00,0.00,21.00,1.41,30.00,0.00,b1
85500,42.25,0.43,23.75,0.43,30.00,0.00,b1
85750,44.25,0.43,23.50,0.50,30.00,0.00,b1
86000,44.75,0.43,24.00,0.00,30.00,0.00,b1
86250,45.00,0.00,23.67,0.47,30.00,0.00,b1
86500,45.00,0.00,22.75,0.43,30.00,0.00,b1
86750,45.00,0.00,21.50,0.87,30.00,0.00,b1
87000,44.75,0.43,21.00,0.00,30.00,0.00,b1
87250,44.33,0.47,21.33,0.47,30.00,0.00,b1
87500,44.60,0.49,21.60,0.80,29.75,0.43,b1
87750,44.33,0.47,21.00,0.00,30.00,0.00,b1
88000,44.50,0.50,22.75,0.43,30.00,0.00,b1
88250,44.50,0.50,22.50,0.50,30.00,0.00,b1
88500,44.50,0.50,22.25,0.43,30.25,0.43,b1
88750,44.50,0.50,23.00,0.71,30.25,0.43,b1
89000,44.00,0.71,23.00,0.00,30.00,0.00,b1
89250,43.50,0.50,23.50,0.50,29.75,0.43,b1
89500,43.50,0.50,22.00,0.71,29.75,0.43,b1
89750,43.50,0.50,22.25,0.83,29.75,0.43,b1
90000,43.50,0.50,21.50,0.50,30.00,0.00,b1
90250,43.50,0.50,22.25,0.83,30.00,0.00,b1
90500,44.00,0.71,22.67,0.47,29.67,0.47,b1
90750,44.00,0.71,22.50,0.50,29.50,0.50,b1
91000,44.00,0.00,22.25,0.43,30.00,0.00,b1
91250,44.50,0.50,24.25,1.09,30.00,0.00,b1
91500,45.00,0.00,25.25,0.83,29.50,0.50,b1
91750,45.00,0.00,24.25,0.43,29.33,0.47,b1
92000,45.25,0.43,24.25,0.43,29.00,0.71,b1
92250,45.50,0.50,24.25,0.43,28.75,0.43,b1
92500,45.00,0.00,24.00,0.00,29.25,0.43,b1
92750,45.00,0.00,24.00,0.00,30.00,0.00,b1
93000,45.00,0.00,24.00,0.00,30.00,0.00,b1
93250,44.75,0.43,24.00,0.00,30.00,0.00,b1
93500,44.50,0.50,25.00,1.00,30.00,0.00,b1
93750,44.50,0.50,25.67,0.94,30.00,0.00,b1
94000,44.67,0.47,26.25,0.43,30.00,0.00,b1
94250,45.00,0.00,25.50,1.12,30.00,0.00,b1
94500,44.50,0.50,24.00,0.00,30.00,0.00,b1
94750,44.33,0.47,24.00,0.00,30.00,0.00,b1
95000,44.50,0.50,24.00,0.00,29.75,0.43,b1
95250,44.50,0.50,24.00,0.00,30.00,0.00,b1
95500,44.50,0.50,24.00,0.00,29.50,0.50,b1
95750,44.75,0.43,24.00,0.00,30.00,0.00,b1
96000,44.50,0.50,24.00,0.00,30.00,0.00,b1
96250,44.50,0.50,24.00,0.00,29.50,0.50,b1
96500,44.50,0.50,24.00,0.00,30.00,0.00,b1
96750,44.50,0.50,24.00,0.00,30.00,0.00,b1
97000,44.50,0.50,23.25,1.30,29.50,0.50,b1
97250,44.67,0.47,23.00,1.00,30.33,0.47,b1
97500,44.50,0.50,23.00,0.71,31.50,0.50,b1
97750,44.75,0.43,21.50,0.50,32.00,0.00,b1
98000,44.67,0.47,21.50,0.50,32.33,0.47,b1
98250,44.75,0.43,21.00,0.00,32.25,0.43,b1
98500,44.50,0.50,21.75,0.43,32.00,0.00,b1
98750,44.50,0.50,20.25,0.83,32.00,0.00,b1
99000,44.50,0.50,21.00,0.00,31.25,0.43,b1
99250,44.50,0.50,18.50,2.29,31.50,0.87,b1
99500,45.00,0.00,14.50,2.29,32.50,0.50,b1
99750,45.00,0.00,20.00,1.41,33.00,0.00,b1
100000,45.00,0.00,23.00,0.82,33.00,0.00,b1
100250,45.00,0.00,24.00,0.00,33.00,0.00,b1
100500,45.00,0.00,24.00,0.00,33.00,0.00,b1
100750,45.00,0.00,24.00,0.00,32.50,0.50,b1
101000,43.50,1.12,22.50,1.12,32.50,0.50,b1
101250,42.00,0.00,21.00,0.00,30.50,0.87,b1
101500,42.50,0.50,20.00,0.71,30.75,0.83,b1
101750,43.50,0.50,22.50,1.12,28.00,1.22,b1
102000,43.00,0.71,21.75,0.83,32.00,1.22,b1
102250,43.00,1.00,22.00,1.00,33.75,1.30,b1
102500,42.25,0.43,21.00,0.00,35.00,1.41,b1
102750,42.00,0.00,21.25,0.43,36.00,0.00,b1
103000,42.75,0.43,18.50,1.80,36.50,0.50,b1
103250,43.67,0.47,17.75,1.64,36.67,0.47,b1
103500,44.00,0.71,20.00,0.00,36.25,0.43,b1
103750,44.67,0.47,18.67,0.94,36.00,0.00,b1
104000,45.00,0.00,18.00,0.00,35.25,1.30,b1
104250,45.00,0.00,18.25,0.83,33.00,0.00,b1
104500,44.50,0.50,15.00,0.00,33.00,0.00,b1
104750,43.75,0.83,14.50,0.87,33.00,0.00,b1
105000,44.25,0.43,8.00,3.32,32.25,0.43,b1
105250,44.75,0.43,14.75,0.83,32.00,0.00,b1
105500,45.00,0.00,15.75,2.49,32.75,0.43,b1
105750,45.00,0.00,21.50,1.12,33.00,0.00,b1
106000,45.00,0.00,22.33,0.47,33.00,0.00,b1
106250,45.50,0.50,22.75,0.83,33.00,0.00,b1
106500,45.25,0.43,23.67,0.47,33.00,0.00,b1
106750,45.25,0.43,20.67,0.47,31.67,0.47,b1
107000,45.00,0.00,18.50,0.50,31.00,0.00,b1
107250,44.67,0.47,10.25,3.03,30.67,0.47,b1
107500,43.50,0.50,11.25,0.83,31.25,0.83,b1
107750,42.50,0.50,12.75,1.09,30.75,0.43,b1
108000,42.67,0.47,8.33,5.19,30.75,0.83,b1
108250,44.00,0.00,6.33,1.89,31.00,0.71,b1
108500,45.00,0.00,8.50,2.29,31.75,0.83,b1
108750,45.00,0.00,22.75,1.64,32.00,0.71,b1
109000,45.25,0.43,24.00,0.00,33.00,0.00,b1
109250,45.50,0.50,25.00,0.82,33.00,0.00,b1
109500,45.00,0.00,24.75,0.43,33.00,0.00,b1
109750,45.25,0.43,24.50,0.50,32.00,0.71,b1
110000,44.75,0.43,18.25,2.86,31.00,0.00,b1
110250,43.50,1.12,6.00,4.85,31.75,1.30,b1
110500,42.00,0.00,8.50,5.72,31.00,0.00,b1
110750,42.75,0.43,11.67,1.25,31.33,0.47,b1
111000,44.33,0.47,8.50,4.72,31.33,0.47,b1
111250,45.00,0.00,21.75,1.30,31.60,0.49,b1
111500,45.00,0.00,24.00,0.00,33.00,0.00,b1
111750,45.67,0.47,25.50,1.12,33.00,0.00,b1
